,0
5188,"У Туреччині COVID-19 докотився до пляжів, кількість заражених зросла "
5189,У Вінницькій області зареєстровано новий летальний випадок від COVID-19 – померла 72-річна жінка з Ладижина 
5190,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5191,Офіційна інформація Міністерства охорони здоров'я України станом на 7 серпня 11:30\n\nЗа добу зафіксовано 1453 нові випадки.\n⠀\n#sumygo #sumy #coronavirus #covidukraine #coronavirusukraine 
5192,У ЗСУ за добу виявили 29 нових випадків COVID-19 
5193,Причину сплеску COVID-19 в Києві назвали експерти — епідемія коронавірусу 
5194,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5195,"Не варто забувати, що крім діагнозу COVID-19 є ще інші, і не менш страшні #followback #колонки"
5196,У ЗСУ на COVID-19 хворіють 287 військовослужбовців 
5197,Білл Гейтс попередив про катастрофу гірше пандемії Covid-19\n\nДеталі: 
5198,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5199, UΝlѴΕɌЅlⅮΑⅮ ⅮΕ WΑЅᕼlΝ𝖦ΤΟΝ ΡɌΕѴΕΕ 300.000 𝖬𝖴ΕɌΤΕЅ ΡΟɌ СΟѴlⅮ-19 ΕΝ ЕΕU𝖴\n«Саѕі 300.000 еѕťаⅾουпіⅾепѕеѕ “рσⅾгίап” еѕŧаг ꭑυегťσѕ ⅾе СΟѴlⅮ-19 рага еƖ 1 ⅾе ⅾісіеꭑƅге.»…\n\n \n 𝖬іѕʍа Τе́спіса ⅾе lпɡепіегίа ЅσсіаƖ ꝗυе еп іѕΡаіп \n\n · 
5200,Причину сплеску COVID-19 в Києві назвали експерти\n\n 
5201,Кількість тяжких випадків Covid-19 в Україні зростає – Степанов - Главком: 
5202,Третій антирекорд поспіль: в Україні зафіксували 1 453 нові випадки COVID-19 
5203,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5204,В Україні зафіксовано новий антирекорд з кількості нових хворих на COVID-19 за добу Дрогобиччина - новини краю - 
5205,"Bloomberg: медикам і чиновникам у Москві пропонують зробити щеплення від COVID-19\n\nОчікується, що цього місяця ця вакцина може отримати попередню реєстрацію, а у вересні може початися її масове виробництво\n "
5206, ️Сплеск захворюваності на COVID-19 в Україні. Ремонт доріг аж ніяк не допоможе в боротьбі з коронавірусом - Яна Зінкевич 
5207,Відразу два антирекорди. В Україні за добу захворіла і померла найбільша кількість пацієнтів з COVID-19 з початку пандемії 
5208,"Україна наблизилася до 1,5 тисячі нових хворих на COVID-19 за день "
5209,У Харківській області за перший тиждень серпня померли 11 пацієнтів з COVID-19 
5210," ️ В Україні за добу виявлено 1453 нові випадки зараження коронавірусом. Це новий абсолютний антирекорд від початку спалаху епідемії COVID-19 у країні. Найбільше випадків зафіксовано в Одеській, Львівській, Харківській областях та Києві.\n "
5211,Оперативная сводка по коронавирусу в Севастополе на 7 августа: #севастополь #коронавирус #covid19
5212,Названа причина зростання COVID-19 у Києві\n\n - #Події в Україні - #новини 
5213,"Названа причина зростання COVID-19 у Києві\n\nВ Україні збільшують проведення тестів, і зростає кількість хворих\n\nЗбільшення виявлення нових хворих на коронавірус прямо залежить від кількості проведених тестів.\n\nКількість хворих на коронавірус в Києві збіл… "
5214,У Києві за добу виявили 186 хворих на COVID-19\n 
5215,В Києві зафіксовано понад 9 тис. випадків COVID-19 
5216,#Здоровʼя24 У США антирекорд смертності від COVID-19 – 2 тисячі смертей лише за одну добу\n\n 
5217,У Києві за добу виявили 186 хворих на COVID-19\n 
5218,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5219,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5220,В Україні зафіксовано 1453 нові випадки коронавірусної хвороби COVID-19 — це антирекорд з кількості нових хворих за добу. 
5221,"На підприємстві ""Київхліб"" у столиці – спалах коронавірусу. 37 людей виявилися інфікованими. #Коронавірус #COVID19 #coronavirus "
5222,"Експерт-КР \nШвидкі тести на Covid-19 були, є і будуть. Про це сказав міс голова Кривого Рогу Ю Вілкул. Депутат Криворізької міськради Микола Дектярьов каже, що тестів нема. А їх вимагають від пацієнтів, яким потрібне стаціонарне лікування\n То все ж таки: тести є, чи тестів нема?"
5223,Перший твіт який попав на очі...\nДоброго ранку! 
5224,"На столичному підприємстві ""Київхліб"" спалах COVID-19 "
5225,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5226,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5227,"Спалах захворювання на COVID-19 зафіксовано на підприємстві ""Київхліб"" - 37 інфікованих, цех-пекарню закрили на карантин - Кличко\n "
5228,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5229,У ще 16 мешканців Дрогобиччини підтвердили COVID-19 Дрогобиччина - новини краю - 
5230,Кучер пояснив причини високої смертності серед пацієнтів з COVID-19 
5231,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5232,"На столичному підприємстві ""Київхліб"" спалах COVID-19 #followback #новини"
5233,Поточна ситуація в Білій Церкві щодо кількості хворих на COVID-19 на 07.08.2020 року\n 
5234,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5235,"COVID-19 в окупованому Криму: різкий сплеск хвороби у Севастополі, всього на півострові за добу 35 нових інфікованих коронавірусом "
5236,От і познайомилися 
5237,"На столичному підприємстві ""Київхліб"" спалах COVID-19 "
5238," ️У відповідь на пандемію COVID-19 — @username \n всебічно підтримує Україну, мобілізуючи фінансову допомогу для різних секторів.\n\nОкремо комплекс заходів реалізується для сприяння ініціативам громадянського суспільства: #ПрямуємоРазом "
5239," ️У відповідь на пандемію COVID-19 — @username \n всебічно підтримує Україну, мобілізуючи фінансову допомогу для різних секторів.\n\nОкремо комплекс заходів реалізується для сприяння ініціативам громадянського суспільства: #ПрямуємоРазом "
5240,Ще в одного шепетівчанина з пневмонією діагностували COVID-19 новину повідомив міський штаб з ліквідації наслідків надзвичайної ситуації. 
5241,Актывіста адправілі адбываць «суткі» са станоўчым тэстам на COVID-19 
5242," ️У відповідь на пандемію COVID-19 — @username \n всебічно підтримує Україну, мобілізуючи фінансову допомогу для різних секторів.\n\nОкремо комплекс заходів реалізується для сприяння ініціативам громадянського суспільства: #ПрямуємоРазом "
5243,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5244,Ще в одного шепетівчанина з пневмонією діагностували COVID-19 новину повідомив міський штаб з ліквідації наслідків надзвичайної ситуації. 
5245,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5246,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5247,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5248,"""Смертність буде не менша"": Білл Гейтс попередив про катастрофу гірше пандемії Covid-19 "
5249,"""Смертність буде не менша"": Білл Гейтс попередив про катастрофу гірше пандемії Covid-19 "
5250,"""Смертність буде не менша"": Білл Гейтс попередив про катастрофу гірше пандемії Covid-19 "
5251,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5252,"Кличко попередив, що Київ може повернутися до суворого карантину \n #коронавірус #Київ #Україна #карантин #Кличко #новини"
5253,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5254,"Вперше після квітня: в Україні поширення COVID-19 суттєво прискорилося. Скоріше за все, в наступних декілька тижнів буде суттєве зростання кількості хворих, порівняно з ти що зараз. Чернівецька, Одеська, м. Київ - найпроблемніші,але зростання майже всюди "
5255,"Стало багато складних випадків, перебіг хвороби почав змінюватися, - МОЗ про COVID-19\n\n#ZIK #ЗІК #новини #Україна #news #Ukraine\n "
5256,На підприємстві “Київхліб” у столиці – спалах Covid-19 
5257,На Волині – 54 нових випадки захворювання на COVID-19 
5258,"Кличко попередив, що Київ може повернутися до суворого карантину \n #коронавірус #Київ #Україна #карантин #Кличко #новини"
5259,"Вперше після квітня: в Україні поширення COVID-19 суттєво прискорилося. Скоріше за все, в наступних декілька тижнів буде суттєве зростання кількості хворих, порівняно з ти що зараз. Чернівецька, Одеська, м. Київ - найпроблемніші,але зростання майже всюди "
5260,"Кличко, тьі ето Коле Штабисту скажи. "
5261,За добу в Україні виявили рекордну кількість хворих на COVID-19 
5262,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5263,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5264,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5265,"Вперше після квітня: в Україні поширення COVID-19 суттєво прискорилося. Скоріше за все, в наступних декілька тижнів буде суттєве зростання кількості хворих, порівняно з ти що зараз. Чернівецька, Одеська, м. Київ - найпроблемніші,але зростання майже всюди "
5266,Львівщина встановила антирекорд: за добу померло 11 пацієнтів з COVID-19 
5267,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5268,"Вперше після квітня: в Україні поширення COVID-19 суттєво прискорилося. Скоріше за все, в наступних декілька тижнів буде суттєве зростання кількості хворих, порівняно з ти що зараз. Чернівецька, Одеська, м. Київ - найпроблемніші,але зростання майже всюди "
5269,Епідеміологічна ситуація з COVID-19 змінила звичний вектор буденності.
5270,Надання допомоги по запобіганню поширення захворюваності на коронавірусну інфекцію COVID-19\n 
5271,Компанія Johnson &amp; Johnson підписала угоду з урядом США. Обіцяє поставити 100 млн доз вакцини проти covid-19 на загальну суму $1 млрд. Тобто одна доза вакцини J&amp;J коштуватиме $10.\n 
5272," За минулу добу в #ЗСУ +29 нових випадків хвороби #COVID19. Станом на 10.00 7 серпня в ЗСУ нахворіє 287 осіб. За час пандемії одужало 668 осіб, летальних випадків – 5, 554 особи на ізоляції. Кількість військовослужбовців, у яких закінчується ізоляція у ближчі 3 доби – 126 осіб"
5273,"#Епідемія коронавірусної інфекції все з більшими темпами поширюється в Україні. Упродовж минулої доби, 6 серпня, COVID-19 підтвердили у 1453 наших громадян."
5274,Львів залишили у помаранчевій зоні поширення Covid-19 \n\n 
5275,В Україні зафіксовано 1453 нових випадків коронавірусної хвороби COVID-19 
5276," ️ В Україні за добу виявлено 1453 нові випадки зараження коронавірусом. Це новий абсолютний антирекорд від початку спалаху епідемії COVID-19 у країні. Найбільше випадків зафіксовано в Одеській, Львівській, Харківській областях та Києві.\n "
5277,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5278,В Україні оновили список карантинних зон: Харків увійшов до червоної #Коронавірус #COVID19 #coronavirus 
5279,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5280,"Через нові випадки Covid-19 у місті відновлюють роботу санзони\n\nУ Кременчуці через нові випадки захворювання на COVID-19 визначено 10 санітарно-карантинних зон. За інформацією управління з питань НС і ЦЗН виконкому Кременчуцької міської ради, від 7 серпня "
5281,"А ви продовжуйте не вірити.\nУ Львові COVID-19 за добу забрав життя відомих у місті журналістки, підприємця та професора через @username"
5282,У Києві зафіксували новий спалах COVID-19 на підприємстві «Київхліб» — коронавірус виявили в половини працівників однієї з пекарень\n 
5283,"Чотири українських фармкомпанії тестують препарати для лікування #COVID19. \n\n""Україна має достатню кількість високопрофесійних фахівців і підприємств фармацевтичної галузі, здатних створити необхідні для лікування COVID-19 ліки і вакцини"", - О. Данілов.\n\n "
5284,У Києві зафіксували новий спалах COVID-19 на підприємстві «Київхліб» — коронавірус виявили в половини працівників однієї з пекарень.
5285, хто там в фарммафіях розбирається? Чиї контори будуть заробляти? 
5286,У Польщі зростає захворюваність на COVID-19 
5287,ЗАПИТАННЯ: Чи проходили працівники ОБОВ'ЯЗКОВЕ ТЕСТУВАННЯ НА КОВІД? Інкубаційний період - 2-3 тижні. 
5288,"Чотири українських фармкомпанії тестують препарати для лікування #COVID19. \n\n""Україна має достатню кількість високопрофесійних фахівців і підприємств фармацевтичної галузі, здатних створити необхідні для лікування COVID-19 ліки і вакцини"", - О. Данілов.\n\n "
5289,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5290,"Так! Аміксин-ІС, мефенамінова кислота, хлоргексидин та вітамін С. "
5291,рідне місто потерпає від ковідли ... 
5292,У Києві зафіксували новий спалах COVID-19 на підприємстві «Київхліб» — коронавірус виявили в половини працівників однієї з пекарень\n 
5293,#Здоровʼя24 У США антирекорд смертності від COVID-19 – 2 тисячі смертей лише за одну добу\n\n 
5294,"Так! Аміксин-ІС, мефенамінова кислота, хлоргексидин та вітамін С. "
5295,Статистика по коронавирусу\n\n#coronavirus #коронавирус 
5296,У Києві зафіксували новий спалах COVID-19 на підприємстві «Київхліб» — коронавірус виявили в половини працівників однієї з пекарень\n 
5297,"""Смертність буде не менша"": Білл Гейтс попередив про катастрофу гірше пандемії Covid-19 "
5298,Спалах COVID-19 зафіксували на підприємстві «Київхліб» – Кличко\n\n 
5299,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5300,На Чернігівщині за добу виявили 23 хворих на COVID-19\n 
5301,"На підприємстві ""Київхліб"" зафіксовано спалах коронавірусу: виявили 40 хворих \n #коронавірус #Київ #Україна #карантин #Київхліб #новини"
5302,Третій антирекорд поспіль: в Україні зафіксували 1 453 нові випадки COVID-19 #newsonline24 #news #новости #новини\n 
5303,У Нововолинську за добу не побільшало випадків COVID-19 - 
5304,Спалах COVID-19 зафіксували на підприємстві «Київхліб» – Кличко\n\n 
5305,"Кличко, тьі ето Коле Штабисту скажи. "
5306,В Україні чотири фармкомпанії тестують препарати для лікування COVID-19\n 
5307,У Польщі зафіксували антирекорд із заражень COVID-19 від початку пандемії: 809 інфікованих за добу 
5308,Місто Харків у червоній зоні — МОЗ оновив мапу епідситуації з COVID-19 
5309,Кількість тяжких випадків Covid-19 в Україні зростає – Степанов - Главком: 
5310,"Україна наблизилася до 1,5 тисячі нових хворих на COVID-19 за день "
5311,"Експерт-КР \nШвидкі тести на Covid-19 були, є і будуть. Про це сказав міс голова Кривого Рогу Ю Вілкул. Депутат Криворізької міськради Микола Дектярьов каже, що тестів нема. А їх вимагають від пацієнтів, яким потрібне стаціонарне лікування\n То все ж таки: тести є, чи тестів нема?"
5312,Хмельниччина: Хірургічне відділення закрили через COVID-19 
5313, UΝlѴΕɌЅlⅮΑⅮ ⅮΕ WΑЅᕼlΝ𝖦ΤΟΝ ΡɌΕѴΕΕ 300.000 𝖬𝖴ΕɌΤΕЅ ΡΟɌ СΟѴlⅮ-19 ΕΝ ЕΕU𝖴\n«Саѕі 300.000 еѕťаⅾουпіⅾепѕеѕ “рσⅾгίап” еѕŧаг ꭑυегťσѕ ⅾе СΟѴlⅮ-19 рага еƖ 1 ⅾе ⅾісіеꭑƅге.»…\n\n \n 𝖬іѕʍа Τе́спіса ⅾе lпɡепіегίа ЅσсіаƖ ꝗυе еп іѕΡаіп \n\n · 
5314,"Велелюдні весілля на Кіцманщині “загнали” Буковину по захворюваності на COVID-19 у “червону зону”, - Осачук (ВІДЕО) "
5315,За останню добу в області захворіли 6 осіб на COVID-19 
5316,У Польшчы ўводзяць абмежаванні ў сувязі з другой хваляй COVID-19\n 
5317,В Україні стало більше складних випадків COVID-19 та зросла смертність - Степанов \n #коронавірус #Україна #Степанов #МОЗ #новини
5318,У Польщі зафіксували антирекорд із заражень COVID-19 від початку пандемії: 809 інфікованих за добу 
5319,Єгипет зобов’язав прибулих в країну мати довідку про відсутність Covid-19 
5320,У Польщі зафіксували антирекорд із заражень COVID-19 від початку пандемії: 809 інфікованих за добу 
5321,В Тернополі підтвердили 10 випадків зараження на COVID-19 - 
5322,Спалах COVID-19 у херсонській лікарні: помер пацієнт 
5323,У Києві зафіксували новий спалах COVID-19 на підприємстві «Київхліб» — коронавірус виявили в половини працівників однієї з пекарень\n 
5324,На Луганщині пасажироперевізників викрито у наданні хабара прикордоннику за уникнення заходів для запобігання COVID-19 - 
5325,"Надзвичайно круто, що наша щорічна акція Шкільний портфелик, завдяки нашим давнім партнерам не тільки набирає обертів, але й адаптується до різних викликів, таких як пандемія COVID-19 зокрема. "
5326,Спалах COVID-19 у херсонській лікарні: помер пацієнт 
5327, Єгипет зобов'язав туристів мати довідку про відсутність COVID-19 
5328, Абсолютний антирекорд: в Україні за добу виявлено 1453 випадки COVID-19 
5329,Чотири українські фармацевтичні компанії тестують препарати для лікування Covid-19\n 
5330,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5331,Спалах COVID-19 у херсонській лікарні: помер пацієнт - новини Еспресо TV | Україна через @username
5332,У Польщі зафіксували антирекорд із заражень COVID-19 від початку пандемії: 809 інфікованих за добу 
5333,У Вінниці станом на 7 серпня підтверджено 1498 випадків COVID-19 
5334,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5335,"На купівлю товарів для боротьби з COVID-19 у липні витратили 1,3 мільярда "
5336,"111 новых выпадкаў, 444 выпісалі. Афіцыйная статыстыка COVID-19 у Беларусі на 7 жніўня "
5337,"У Німеччині зростає кількість інфікувань коронавірусом - нині вона така ж, як у травні. Втім, влада не погрожує повторним локдауном. Ба більше, школярі вже виходять на заняття. Пояснюємо, як німці збираються контролювати поширення COVID19\n "
5338,Уффф ... тести на COVID-19 негативні !!! Можно випити і пива !!!!
5339,Третій день поспіль: в Україні зафіксовано черговий антирекорд за захворюваністю на COVID-19 
5340,"Обласний лабораторний центр повідомляє: на Житомирщині зафіксовано 2064 випадків коронавірусної хвороби COVID-19 | Коростенська районна державна адміністрація Житомирська область, Коростенський район "
5341,"МОЗ повідомляє: станом на 7 серпня в Україні зафіксовано 1453 нових випадки коронавірусної хвороби COVID-19 | Коростенська районна державна адміністрація Житомирська область, Коростенський район "
5342,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5343,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5344,На Черкащині додалося 8 хворих на COVID-19\n 
5345,#Здоровʼя24 5 біомаркерів крові вказують на ризики смерті від COVID-19\n\n 
5346,ТА БЛЯДЬ ДІД ЗНОВУ ПОЧАВ 
5347,Спалах COVID-19 у херсонській лікарні: помер пацієнт - новини Еспресо TV | Україна через @username
5348,COVID-19 у Кременчуці: з діагнозом пневмонія на стаціонарі лікуються 12 людей 
5349,"Колл-центр з питань COVID-19 на Рівненщині продовжує працювати того, свою роботу продовжує гаряча лінія Цілодобового штабу при Рівненській ОДА #Новини Рівного #Рівненщина #коронавірус #пандемія #гаряча_лінія #Рівненська_ОДА "
5350,"МОЗ попередило про нову загрозу через COVID-19 в Україні: Стало багато складних випадків, перебіг хвороби почав змінюватися "
5351,"У Німеччині зростає кількість інфікувань коронавірусом - нині вона така ж, як у травні. Втім, влада не погрожує повторним локдауном. Ба більше, школярі вже виходять на заняття. Пояснюємо, як німці збираються контролювати поширення COVID19\n "
5352,"Тепер Україна може пишатися тільки рекордами #COVID19 \nЗдобули, блт..."
5353,"МОЗ попередило про нову загрозу через COVID-19 в Україні: Стало багато складних випадків, перебіг хвороби почав змінюватися "
5354,Егіпет абавязаў турыстаў мець даведку аб адсутнасці COVID-19 | 
5355,"Тепер Україна може пишатися тільки рекордами #COVID19 \nЗдобули, блт..."
5356,"Тепер Україна може пишатися тільки рекордами #COVID19 \nЗдобули, блт..."
5357,"Не заспокоюся, поки все таки не в'їду, як українці, яким заборонений в'їзд в Італію в зв'язку з #COVID19 , не маючи посвідки на проживання, потрапляють в Італію, маючи гостьову візу? "
5358,"Не заспокоюся, поки все таки не в'їду, як українці, яким заборонений в'їзд в Італію в зв'язку з #COVID19 , не маючи посвідки на проживання, потрапляють в Італію, маючи гостьову візу? "
5359,"""Київхліб"" планує закрити на карантин лише пекарню, де зафіксовано спалах COVID-19\n "
5360,"#COVID19 \nСьогодні помер колега мого батька, за 4 доби, в неділю планував на рибу їхати. 2 викликали швидку, вперше відмовився, вдруге не довезли."
5361,Смерть від COVID-19 через @username
5362,New post: В Україні число хворих на COVID-19 росте щодня 
5363,"Експерт-КР \nШвидкі тести на Covid-19 були, є і будуть. Про це сказав міс голова Кривого Рогу Ю Вілкул. Депутат Криворізької міськради Микола Дектярьов каже, що тестів нема. А їх вимагають від пацієнтів, яким потрібне стаціонарне лікування\n То все ж таки: тести є, чи тестів нема?"
5364,"Харків повернули до ""зеленої"" зони карантину \n #карантин #зонування #Україна #коронавірус #новини"
5365,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5366,"Третю добу поспіль в Україні антирекорд за кількістю хворих на COVID-19 - 1 453 нові випадки, померли 33 людини, загалом - 78,2 тис. інфікованих\n\n "
5367,Харків не потрапив до червоної зони з COVID-19 — рішення державної комісії 
5368,Джерело: Два футболіста Волині здали позитивний тест на COVID-19 перед матчем Першої Ліги\nОднак гра все одно відбулася\n\n 
5369,У #ААН заклікалі да адмены або аслаблення санкцый ва ўмовах #пандэміі\n#Беларусь #новости #Belarus #News #COVID19 #coronavirus\n\n 
5370,"#Пандэмія паказала, наколькі кансалідаванае беларускае грамадства - Святліцкая\n#Belarus #News #новости #Беларусь #COVID19\n\n "
5371,"У Німеччині зростає кількість інфікувань коронавірусом - нині вона така ж, як у травні. Втім, влада не погрожує повторним локдауном. Ба більше, школярі вже виходять на заняття. Пояснюємо, як німці збираються контролювати поширення COVID19\n "
5372,МОЗ України запропонує Кабміну розширити перелік критеріїв для визначення рівня епіднебезпеки територій щодо COVID-19\n 
5373,МОЗ пропонує на третину збільшити кількість тестувань на COVID-19 
5374,"#Епідемія коронавірусної інфекції все з більшими темпами поширюється в Україні. Упродовж минулої доби, 6 серпня, COVID-19 підтвердили у 1453 наших громадян."
5375,"Медсестри у двох лікарнях Буковини, які працювали з хворими на COVID-19, не отримали надбавки\n "
5376,Newsweek: У США смерті від COVID-19 перевищать бойові втрати країни у Другій світовій війні\n 
5377,"#Епідемія коронавірусної інфекції все з більшими темпами поширюється в Україні. Упродовж минулої доби, 6 серпня, COVID-19 підтвердили у 1453 наших громадян."
5378,"Медсестри у двох лікарнях Буковини, які працювали з хворими на COVID-19, не отримали надбавки\n "
5379,На боротьбу з COVID-19 Тернопіль спрямував понад 48 мільйонів гривень - 
5380,На Буковині погіршилася епідемічна ситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 
5381,На Буковині погіршилася епідситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 - новини Еспресо TV | Україна через @username
5382,На Буковині погіршилася епідемічна ситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 
5383,На Буковині погіршилася епідситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 - новини Еспресо TV | Україна через @username
5384,На Буковині погіршилася епідситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 - новини Еспресо TV | Україна via @username
5385,МОЗ пропонує на третину збільшити кількість тестувань на COVID-19 #followback #новини
5386,"Три велелюдні весілля відправили у ""червону"" зону карантину цілий район на Буковині \n #новини #новости #ТСН #Буковина #коронавірус #весілля"
5387,"В ексклюзивному інтерв'ю агентству Reuters Фаучі, який очолює Національний інститут інфекційних захворювань США, заявив, що коронавірус, який спричиняє захворювання Covid-19 ніколи не зникне через його високу заразність. "
5388,Туреччина призупинила авіасполучення з Казахстаном через COVID-19\n 
5389,У Державному лабораторному центрі на платній основі робитимуть ПЛР-тести на COVID-19 #Черкаси #новини
5390,Україна проти COVID-19 — у Покровському виконкомі підтверджено третій випадок коронавірусу 
5391,Newsweek: У США смерті від COVID-19 перевищать бойові втрати країни у Другій світовій війні\n 
5392,#Здоровʼя24 COVID-19 у Києві: чому столиця – серед лідерів та чи є ризик повного закриття\n\n 
5393,#Здоровʼя24 COVID-19 у Києві: чому столиця – серед лідерів та чи є ризик повного закриття\n\n 
5394,#Здоровʼя24 В Україні на третину збільшать тестування на COVID-19\n\n 
5395,#Здоровʼя24 В Україні на третину збільшать тестування на COVID-19\n\n 
5396,#Здоровʼя24 В Україні на третину збільшать тестування на COVID-19\n\n 
5397,Станом на вечір 7 серпня на Рівненщині зареєстровано лише 34 нових випадки COVID-19 
5398,На Буковині погіршилася епідемічна ситуація через три масові весілля: 20% від усіх гостей заразилися COVID-19 
5399,Через виявлений випадок інфікування COVID-19 увесь склад моряків флагмана українських ВМС – фрегата F-130 «Гетьман Сагайдачний» наразі проходить ПЛР-тестування. \nДеталі тут: 
