,0
4870,"Absolut meiner Meinung \nDiese gewollte Blindheit ist mir unverständlich.\n\nDas Fehlen eines Beweises, ist kein Beweis für das Fehlen.!\n\nLiebe @username bitte mach weiter mit Deinen Forschungen und lass Dir den Mund nie verbieten.\nVielen vielen Dank ! "
4871,Internationale Zusagen: Hilfe für Indien rollt an #Coronavirus #Indien
4872,"Wenn Sie in beiden Händen ein Bier halten, können Sie sich nicht in das Gesicht fassen. Folgen Sie mir für weitere Tricks im Umgang mit #COVID19."
4873,"Auch das geht super schnell. Ich denke nicht, dass die Impfung von Kindern im Moment Priorität hat, da die Verläufe mild und schwere Fälle nach wie vor extrem selten sind. Trotzdem gibt es Kinder mit bestimmten Grunderkrankungen, denen wir COVID-19 gerne ersparen würden "
4874,"Eine Lösung des Krieges in der Ukraine wird Covid19 sein! Russen nicht geimpft, Ukrainer auch nicht! Eine weiter Lösung könnten der Stop von Aluminium sein! 15% der US Importe kommen aus Russland. SWIFT haben die Unternehmen auch noch. Man sieht: Die U.S Regierung könnte mehr!"
4875,"Tolle Studie, die den Nutzen einer Impfung, bei Omikron besonders auch der Boosterimpfung, auf die Übertragbarkeit demonstriert!\nDie Impfung dient eindeutig nicht nur dem Eigenschutz, sondern sehr wohl auch dem Fremdschutz, auch bei Omikron!\n#Impfplicht\n#Politikversagen "
4876,Welche Gesellschaft soll das abbilden? 
4877,Freue mich in diesem starken Konsortium zur Immunität gegen SARS2-CoV2 mit meiner Gruppe mitzuarbeiten. 
4878,"#SARSCoV2 erzeugt Amyloid in der zerebralen Rückenmarksflüssigkeit und kann so einen potenziellen Mechanismus darstellen, der den Zusammenhang zwischen persistierenden und latenten/reaktivierenden Gehirninfektionen und neurodegenerativen Erkrankungen… \n\n#COVID19 #LongCovid "
4879,"Mögt ihr einmal auf drücken, bitte? Gern auch teilen! \n "
4880,"Am 14. Oktober 2022 wurden 125 #Neuinfektionen und 0 Todesfälle in Dithmarschen (Kreis) gemeldet. Die #Inzidenz liegt bei 639,00 . #COVID19 "
4881,Das Mitwirken eines Germanisten am viel beachteten Strategiepapier „Wie wir COVID-19 unter Kontrolle bekommen“ wirft Fragen auf. Pikant: Otto Kölbl steht auf der Gehaltsliste der Kommunistischen Partei Chinas. Von Kai Rebmann. 
4882,"+++Unbedingt ansehen &amp; Teilen+++ #Impfschaeden: Nach über einem Jahr findet auch der Staatsfunk die Dinge heraus, die lange auf der Straße liegen! Aber besser spät als nie! #Verschwörungstheorie wird wahr! Schwurbler hatten Recht! #Lauterbachluegt #COVID19 "
4883,"Der erzwungene u schöngeredete Regelbetrieb ist unverantwortlich! @username @username \nSagen die KMK beratende Virologen: Lüften allein kein Konzept, Luftreiniger dazu reicht auch nicht. \n Wichtig sind kleine Lerngruppen, Wechsel von Präsenz- und Distanzunterricht! "
4884,"Ich hab das Corona Wiki gebaut.\nDort findet ihr die aktuell (Inzidenz abhängig) gültigen Regeln für euren Landkreis.\nFeedback ist erwünscht &amp; wer mitmachen will, lasst mir ein Kommentar dar:\n\n #CoronaRegeln"
4885,"Die ersten Bewohnerinnen und Bewohner eines Altenpflegeheims in Halberstadt sind am Samstag gegen das Coronavirus geimpft worden, darunter eine 101-Jährige. "
4886,"Das #Coronavirus-Update in #Südtirol: Sinkende Wocheninzidenz, aber stark belastete Intensivstationen und derzeit insgesamt 58 Fälle der südafrikanischen Mutation. \n\n "
4887,Hat wohl aufs Händewaschen vergessen. 
4888,"""Aber ich habe bisher noch keine vollständig geimpften Personen mit schweren Verläufen im Krankenhaus gesehen.""\n\nDie wird er wohl noch sehen!\n "
4889,"Es ist bedrückend, was gerade bei unseren Nachbarn geschieht. "
4890,Hier ist die Quelle: 
4891,"Hallo @username @username warum wurde der Artikel zur #Kinderdurchseuchung gelöscht? Kam da eine Anweisung und wenn ja, von welcher Stelle? #Corona "
4892,"""In Deutschland dagegen hat man eine sehr gute Lösung gefunden. Hier sammelt man die Proben aller Covid- Autopsien zentral in einer Biobank. Forscher können bei Interesse gezielt Gewebe anfordern, um eigene wissenschaftliche Fragestellungen zu Covid-19 zu bearbeiten."" 1/"
4893,"Vitamin C wird unterschätzt – auch bei der Behandlung von #COVID19, wie Studien aus #China, den #USA und #Kanada belegen. Warum wird diese Methode nicht eingesetzt? Weil dies nicht dem Profitinteresse von #BigPharma entspricht?\n\n "
4894,Bekommen wir einen Generalstreik hin? Ich denke es wird langsam Zeit: meine Angst schlägt in Zorn um!\nMerkt Euch die Unternehmen!\n@username Versicherung schlägt unterschiedliche Tarife für Geimpfte und Ungeimpfte vor 
4895,News zur Corona-Pandemie: Jetzt live: Spahn und RKI-Präsident Wieler äußern sich zur aktuellen Corona-Lage 
4896,Der 1. FC Kaiserslautern appelliert an seine Fans ️\n#coronavirus #fck #Betze #roteteufel #kaiserslautern\n 
4897,"»Wer sich jetzt mit einer Maske vor Corona schützt, verschiebt die Infektion doch bloß in den Herbst, sagt der Epidemiologe Klaus Stöhr. Sich anstecken, um sich vor dem Anstecken zu schützen – kuriose Strategie«, schreibt @username in einem Zwischenruf. "
4898,"Gut... ich drück mal schnell eine Träne ab.... ""Hoffnung"" schluchz\n\nSie scheinen Überfordert &gt; Covid19 ist aber auch ein scheiß komplexes Thema...\n\nDie einen können folgen &gt; die anderen stehen dann eben auf ""einfache Parolen""\n\nViel Glück"
4899,PP Greenfield Colony Mein sardanand Basti Ke Logon Ko cyber VA covid-19 distancing ke bare mein Jagran karte hue beat head constable Somveer Singhr 
4900,"Seit gestern entfällt die #Maskenpflicht in Supermärkten, Restaurants und anderen öffentlichen Bereichen. Die Mehrheit findet das falsch, wie die Statista-Grafik auf Basis einer Umfrage von Infratest dimap zeigt. Begeht Deutschland einen Fehler? (rb) #coronavirus"
4901,Buschmann will Beurteilung der Corona-Maßnahmen abwarten #Coronavirus #Infekionsschutzgesetz #Buschmann #Lindner
4902,"Lese ich das richtig, dass hier dsss NEJM von der Effektivität der Impfung NACH Infektion spricht? \nDer Titel: Protection against SARS-CoV-2 after Covid-19 Vaccination and Previous Infection\nOder überlese ich etwas?"
4903,"Ich würde gerne mit Leuten ins Gespräch kommen, die selbst COVID-19 hatten, oder deren Angehörige oder Freunde erkrankt sind / waren. Oder wie im Fall meiner Großmutter sogar daran verstorben sind. Hier ist mein Raum: "
4904,"Coronavirus im Sport Söder: ""Unterm Strich ist das Experiment gelungen""\n\nsoso, ein experiment."
4905,"Die S3-Leitlinie ""Empfehlungen zur stationären Therapie von Patienten mit #COVID19"" ist upgedatet worden. Leitlinienkoordinator Prof. Stefan Kluge fasst die wichtigsten drei neuen Empfehlungen für Sie zusammen: "
4906,"Ich würde mir wünschen, wir würden mehr über eine Langzeitstrategie nachdenken. "
4907,"#Israel hatte gestern mehr als 11.000 neue Infektionen an einem Tag. \nDas ist der höchste Wert jemals seit Pandemiebeginn. \nIn dem Land sind mehr als 80% geimpft, \nmehr als 20% haben bereits ihre Drittimpfung. \n#coronavirus"
4908,Herzlichen Dank an die Werfer der Stollen. \nDas hat @username verdient. Immerhin haben wir dieses Weihnachtsfest in der Form zum Großteil seinen Fehlentscheidungen zu verdanken.\n#coronavirus #Covid_19\n#Dresden #Sachsen #Weihnachten2020 #Christmas #Stollen #StollenGate 
4909,Eine Mutation des Coronavirus in Großbritannien soll deutlich ansteckender sein als die bisher bekannte Form.\nDer Trailer für 2021 ist da!
4910,Eine #Studie des Universitätsklinikums Eppendorf (#UKE) liefert neue Erkenntnisse zu den Folgen einer #Corona-Infektion. Demnach sind auch nach milden Verläufen #Organschäden möglich. #Hamburg #Coronavirus #Klinik 
4911,Die deutschen Gesundheitsämter habendem #RKI mehr als 25.500 #Corona-#Neuinfektionen und 412 weitere Tote gemeldet. 
4912,"Die Stadt #Hagen hat eine Plakat-Aktion verboten, die auf die Missstände in der #Pflege aufmerksam machen soll. \n\nDas Thema stehe nicht im öffentlichen Interesse. \n\nStimmt. Wenn die Masse nicht weiß, was so abgeht, kann sie auch nicht ärgerlich darüber werden. /TN #Coronavirus "
4913,"#COVID19 Wachstumsraten der 7-Tages-Fallzahlen (07.07.2021)\n\n Nach Bundesländern im Thread\n\n Keine Reduktion mehr.\n Wachstum in vielen Bundesländern (HB, HE, NI ️, NW, RP, SH, ST). "
4914,Infektionen mit dem #SARSCoV2-Virus als Schul-Unfall. #BayernEdu #twlz\n#Coronavirus #Schule #Covid19\n \n 
4915,"Die aktuelle Altersverteilung der #COVID19 Patienten aus unserem #Intensivregister (DIVI/RKI). Delta ist ein Gamechanger. In unserem Zentrum sehen wir fast nur jungen Patienten ohne relevante Vorerkrankungen die nie gedacht hätten, dass sie so krank werden. #Impfen 20-50-Jährige! "
4916,Virusreste im Körper als eine der möglichen Ursachen von #LongCovid?\n\nEin kausaler Zusammenhang zwischen Virusreservoirs und Long COVID-Symptomen konnte bislang noch nicht belegt werden. @username mit einer Übersicht zum Stand der Forschung aus @username \n 
4917,Im Kampf gegen die Wissenschaft geht die #FDP neue Wege. \n\nSo hält Justizminister #Buschmann offensichtlich den medizinischen Nutzen einer #Maskenpflicht für fragwürdig. Die bisherigen vielen Studien reichen wohl nicht aus. /TN #Coronavirus \n 
4918,Wie wär's mit #covid19-Parties für unter 40-Jährige nach dem Vorbild von Windpockenparties für Kinder . Danach gemeinsam Quarantäne und die Welt ist ein besserer Ort 
4919,"Soeben erreichte uns Eltern die Nachricht, dass 20% der Lehrkräfte ausfallen. Wegen Covid19 und hartnäckiger Erkältungen. Covid19 is absolut over. Da muss man nix machen. Luftfilter bitte abgeschaltet lassen! Masken runter! Bloß keine Tests! @username @username @username"
4920,"""»Es besteht eine nachvollziehbar hohe Erwartungshaltung an die Politik, im dritten Jahr der #Pandemie effektive Vorbereitungen für Herbst und Winter zu treffen.«""\nDen Optimismus hätte ich gern...\n#Corona #Coronaherbst\n "
4921,Für einen Info-Junkie wie mich sind Zeiten wie diese schwer gesundheitsgefährdend #Covid19 #uswahl2020 #Trump #Frankreich #Morde #RechteWelle #ToxischeMännlichkeit und so vieles andere —- geht euch das auch so? Offline gehen als Lösung?
4922, und Jeden 2. Montag treffen sich engagierte Köpenicker um gegen die bestehenden und vor allem geplanten Corona-Maßnahmen friedlich zu protestieren. \n#Demo #Köpenick #Treptow #Covid19 #Coronavirus #CoronavirusUpdate #impfen 
4923,"Träume haben immer einen Hintergrund. Man verarbeitet Eindrücke, die einen beschäftigen.\n\n~ Wenn man träumt, dass man ein positives Covid19-Ergebnis hat. ~ "
4924,"• Steuerzahler kaufen von Fortum die notleidende Uniper. Fortum-Aktie boomt.\n• Verbraucher müssen trotzdem Gasumlage zahlen.\n• Vier Mio. Impfstoffdosen werden vernichtet.\n\n Für Habeck und Lauterbach ist immer genug Geld da, für die Bevölkerung nicht.\n "
4925,"#Indien leidet unter #COVID19, #China könnte helfen. Doch mit einem kränkenden #Meme direkt aus dem politischen Zentrum hat #Peking die Beziehungen zu #Delhi zerrüttet. via @username @username @username"
4926, Im Interview mit der IVD-Nord-Rechtsberaterin Ricarda Breiholdt \n 
4927,Wenn Kinder durch #LongCovid plötzlich zu Pflegefällen werden\n\nHohe Infektionszahlen und fehlende Schutzmaßnahmen führen zu immer mehr #LongCovidKids in Deutschland. Die langfristigen Folgen chronischer &amp; schwerer Post-#COVID19-Erkrankungen wie #MECFS sind bisher kaum abzusehen. 
4928,"Neue Studie: Vollständig geimpfte Menschen haben ein ""höheres Risiko für Krankenhausaufenthalte"" und eine 13-mal höhere Wahrscheinlichkeit, sich mit Covid-19 anzustecken, als Menschen, die sich erholt haben und eine natürliche Immunität besitzen.\n\n "
4929,"Der Immunologe und Nobelpreisträger für Medizin, Prof. Peter Doherty, hat eine klare Sichtweise zur „natürlichen Immunität“ durch wiederholte Infektionen mit #SARSCoV2 . \n\n#COVID19\n#LongCovid \n#coronavirus \n#CovidIsNotOver \n#DieMaskeBleibtAuf "
4930,Überlassen wir die Insel einfach ihrem Schicksal? #mutation #coronavirus 
4931,"Die gegen #coronavirus Geimpften sind besser dran als die Ungeimpften. Letztes Jahr gab‘s in meiner Firma n‘ #Corona-Fall, der hatte wochenlang Konzentrationsprobleme &amp; Übelkeit. In diesem Jahr dasselbe bei einem Geimpften, ihm ging’s nur am 1.Tag schlecht, der Rest Quarantäne."
4932,Der Virus wurde jetzt bei Zootieren nachgewiesen.\n\n 
4933,"Erster Fall von Coronavirus-Mutation in Deutschland ''nachgewiesen''. Da das „Virus“ ständig mutiert, kommen wir in den nächsten 500 Jahren nicht mehr aus dem Lockdown heraus… Hier kennt niemand, der einen kennt, der Schnupfen hat. \n\nDie Lüge wird immer offensichtlicher "
4934,"80€ für die PCR, COVID-19 gratis dazu.\nSaalwette: Wetten, dass ... mindestens einer aus dem Publikum in 14 Tagen an der Beatmung hängt? Show must go on.\nDie deutschen Medien in der Pandemie. Verantwortungslos. \n#wettendas "
4935,"Ich kann bestätigen, dass Israel fast vollständig zur Normalität zurückgekehrt ist. Wir tragen alle noch Masken und halten Abstand, aber im Vergleich zu den Hochzeiten im Januar:\n 98% weniger #Corona-Infektionen\n 93% weniger schwere #Covid19-Verläufe\n 87% weniger Todesfälle "
4936,"Im Prinzip gut, aber: Sollte man Kinder gegen Covid-19 impfen?"
4937,Scho wieder ne neue 
4938,#Dresden (#Sachsen) vom 23.09.2022 #DD2309\n----------Das Gesundheitswesen steht auf---------------\nfür ein freie Impfentscheidung\nOriginal-#LiveStream: #Demonstration #Protest #Gesundheit #Corona #COVID19 #Pandemie 
4939,"Klarheit:\n\nWenn in ganz Deutschland, Europa + der Welt\n\ndie Räder + Menschen für ca. 1 Monat stillstehen bzw. nur das Allernötigste tun \n\n+ entspr. soziale Unterstützung für Lohnabhängige, Mittellose, kleine Unternehmen\n\nist #Covid19 aus der Welt.\n\n#ZeroCovid #ZeroCovidDay JETZT!"
4940,"Darf frau einem Pfarrer einen großen Eiswasser-Eimer übers Haupt schütten?\n\nFrage für ne Freundin , die erfahren hat, dass der Pinguinvogel dem #homosexuell|en Enkel gesagt hat, dass #Covid19 die Strafe Gottes für Sünden von ihm und seinesgleichen sei.\n\n#Katholiban"
4941,"Es gibt keine moralische Pflicht für eine Impfung gegen #COVID19!\n\nWer hier mit Moral argumentiert hat nicht verstanden, dass jeder Mensch über seine Lebensführung selbst bestimmen darf.\n\n#Corona #Covid_19 #coronavirus #Impfung #COVIDIDIOTS #covididioten #CancelCultur"
4942,Es wird jetzt Zeit für #NoCovid Strategien!!! Andernfalls same procedure as last year? 
4943,"Bin ich froh, daß ich dieses Land vor drei Wochen noch ohne Quarantäne genießen durfte "
4944,Deutsche Gesundheitsämter:\nweder zuständig für Gesundheit\nnoch korrekt wie ein Amt = aber\ndie tägliche Zahlen-Lotterie\nwährend d. Jahrhundert-Seuche 
4945,Noch mal zur Erinnerung: Kinder entwickeln langfristige Immunität gegen COVID-19 
4946,"Oma ist gestern im Pflegeheim an #COVID19 gestorben.PDL rief bei mMutter an&amp;fragte, ob ok wenn Corona nicht auf Totenschein vermerkt würde;wäre so viel Mehraufwand. In Absprache mit Angehörigen&amp;ÄrztInnen wird das in letzter Zeit weggelassen WTF?! #Erzgebirge #CoronaVirusDE"
4947,#LongCovid: Welche Langzeitfolgen hat die #Covid_19 Pandemie für uns? Fragebogenstudie an der @username sucht Teilnehmer*innen (mit Gutscheinverlosung). Infos &amp; Mitmachen unter: #longhaulers #coronavirus #BetterTogether 
4948,Die Tools sind da.\nImpfung oder Zange! 
4949, Auch @username musste heute aufgrund eines grippalen Infekts aus dem Mannschaftsquartier in Frankfurt abreisen. Er wurde negativ auf das Coronavirus getestet.\n\n#Brandt | GES Sportfoto 
4950,"Im Wesentlichen haben Babys von Müttern, die während der Schwangerschaft COVID-19 hatten, ein höheres Risiko, dass sich ihr Gehirn anders entwickelt als Babys, die COVID im Mutterleib nicht ausgesetzt waren.\n "
4951,Kennt ihr noch die Zeit als sich unsere lieben Kleinen ohne Maske und ohne Abstände auf den Schulhöfen miteinander toben konnten ohne Angst vor corona?\n\nAlso so wie vor ner halben Stunde.\n\n#NoCovid #NoCovidJETZT #COVID19 #harterLockdownJetzt
4952,„Ostern ist die Pandemie nicht beendet“ ⁦@username \nWelches Jahr Ostern? 
4953,"auch ich bin als Hausarzt (20 J.) und Internist mit Erfahrung in Impfungen, Prävention, früher Behandlung von COVID-19 und -NW aus Erfahrung und Überzeugung einer der #ProfisgegenImpfpflicht "
4954,Aktuell gibt es in Deutschland 5 % Coronavirus-Infizierte. Damit würde es das Virus in den Bundestag schaffen. Es müsste halt wie die AfD auf der Tribüne sitzen.
4955,Coronavirus: Infizieren Sie sich noch heute! 
4956,"Ich bin eine davon! \n\nMein Job wurde mir in den letzten Jahren unmöglich gemacht. \nPatienten wurden namenlose Klienten auf dem Fließband. \nCorona hat das Fass zum überlaufen gebracht.\n\nEuer Verlust, nicht meiner! \nMein Wissen geht mit mir! \n\n#PflegtEuchSelbst \n#IchBinRaus "
4957,"""Die Sommerpause ist vorbei: Am 1.9. setzt @username das #Coronavirus-Update fort. Neu ist: Neben @username Leiter der Virologie an der @username wird auch die Virologin @username Gesprächsgast sein. Drosten &amp; Ciesek werden sich abwechseln."" – Danke, wir freuen uns! "
4958,Es müssen ganz dringend Alle Gottesdienste zu Weihnachten abgesagt werden. Ausnahmslos alle! Es wird sich ja auch vor den Kirchen getroffen. @username wo drauf wartet die Katholische Kirche????? #coronavirus 
4959,"Ein sehr wichtiger, weitsichtiger Thread. Vielen Dank . "
4960,Corona und Sonne: Wie UV-Strahlung auf das Infektionsgeschehen wirkt.\n\n#Corona #Coronaviurs #CoronavirusDE \n\n 
4961,"Fünf verstorbene Patienten, alle hochbetagt und multimorbid, infizierten sich kürzlich in der Klinik mit SARS-CoV-2.\n\nJetzt wollen die Ärztlichen Direktoren durch Staatsanwaltschaft und Polizei feststellen lassen, dass dies keine ""Coronatoten"" waren.\n\n "
4962,"Nigeria:\n„Einwohner des Bundesstaates Edo, die noch nicht gegen COVID-19 geimpft wurden, dürfen ab der zweiten Septemberwoche 2021 Kirchen, Moscheen, BANKEN und andere öffentliche oder private Einrichtungen nicht mehr betreten.“\n\n "
4963,"Ugurs #Impfung verringert das Risiko, an #COVID19 zu erkranken. Soweit, so klar. Konkret erhöht sich laut Testdaten die Wahrscheinlichkeit, nicht zu erkranken, von 99,9907% auf 99,9995%. Ihr seht: Ohne Impfung wären wir verloren! "
4964,…Immunantwort noch stärker entgehen.\n\n#SARSCoV2\n#LongCovid \n#coronavirus\n\nHier der Link zur Studie:\n\n 
4965,Update #Coronavirus 154519 positiv getestete Personen. #COVID19
4966,Für mache eben nicht nur ein Atemwegsinfekt: 1/4 aller stationär behandelten #Kinder mit akuten #COVID19 oder MIS-C hatten im Anschluss für 2 Monate anhaltende Symptome oder Einschränkungen. @username @username @username \n\n 
4967,Pflegewissenschaftler*innen bitten Pflegende um qualifizierte informierte Entscheidung zurImpfung gegen Covid-19 
4968,Neue #Corona-Regeln - Merkel scheitert mit ihren wichtigsten Punkten 
4969,Was für ein schöner Erfolg für die Hersteller des sog. #Corona #Impfstoff. Sie wurden in vielen Ländern von ihrer Haftung ausgenommen. Ich persönlich halte das für fragwürdig. Aber was ist das nicht bei der #SatanicElite.\n\n #Impfzwang #Plandemie
4970,"#Lesetipp: Durch die Schilderung einer betroffenen Haushaltshilfe in UK wird sichtbar, wie #Visa-Bestimmungen auch zur #Abhängigkeit und #Vulnerabilität von Migrant*innen beitragen können. "
4971,Da stehen sie wieder. Als meine Mutter 1942 ins KZ kam hießen die noch SA. Die Macht des Grauens. 
4972,"#Triage beginnt in der Schweiz.\n\n80-jährigen Patienten wird ein Bett auf der Intensivstation verweigert.\n\n «In der aktuellen Situation aber halte ich die letzten Betten lieber für Fälle frei, wo mehr Hoffnung besteht.»\n\n ""Personal fehlt""\n\n#COVID19 \n\n "
4973,"Oma ist gestern im Pflegeheim an #COVID19 gestorben.PDL rief bei mMutter an&amp;fragte, ob ok wenn Corona nicht auf Totenschein vermerkt würde;wäre so viel Mehraufwand. In Absprache mit Angehörigen&amp;ÄrztInnen wird das in letzter Zeit weggelassen WTF?! #Erzgebirge #CoronaVirusDE"
4974,Das Spendenziel von 1 Million USD wurde erreicht! Mit eurer Unterstützung von @username werdet ihr einen wesentlichen Einfluss den weltweiten Kampf gegen COVID-19 haben.\n\nAls Dankeschön ist das Faultier Daisy ab sofort erhältlich. 
4975,"Für den BR ist es eine ""Behauptung"". "
4976,Beschwerde-Kommission der Stadt Solothurn lehnt Kundgebung Ende Mai ab: Die Stadt Solothurn lehnt die Beschwerde des Vereins «Stiller Protest» ab. Dieser will am 29. Mai eine Kundgebung gegen das Covid-Gesetz mit über 1000 Personen veranstalten. #Demo 
4977,"Über 1.000 neu gemeldete Todesfälle am heutigen #Dienstag in #Deutschland\n\nEINTAUSEND Menschenleben, die den Kampf gegen #COVID19 verloren haben "
4978,"Diese Zahlen des BMG sind bemerkenswert. Während der (eher milden) Grippesaison im Frühjahr 2019 waren 26.000 Menschen mit akuten Atemwegserkrankungen hospitalisiert. Keiner hat's bemerkt, das System hat es weggesteckt. Am Höhepunkt im Pandemiejahr 2020 waren es 14.000. "
4979,"Ein paar Zeilen zum Thema Impfnebenwirkungen #COVID19 / der Fall Matthes. Warum es bei all dem Wirbel aber auch ein Beispiel ist, dass inzwischen doch einiges gut läuft. (+ Stichwort auch Journalismus #Corona) "
4980,"Darum sollte man auch nicht nur einzelne Aspekte einer Studie rauspflücken, sondern das Ganze sehen! Ich wünschte mir bei der Covid-19 Pandemie und den Massnahmen von ALLEN Seiten mehr Vernunft, das Wahren von Relationen und Sachlichkeit!"
4981,"Es bleibt mit ein großes Rätsel, wie man so leichtsinnig mit seiner Gesundheit spielen kann. Die Evidenz bzgl der Impfung ist eindeutig, auch im Kontext der Varianten.\n\nAls Intensivmediziner kann ich klar sagen: #COVID19 kann jeden schwer treffen ...\n\n#Lassteuchimpfen"
4982,"Ja, dieses Weihnachten ist anders.\nJa, dieses Jahr ist es teilweise hart.\n\nAber bitte seid nicht wie mein Schwiegervater. Bitte nehmt das CoronaVirus ernst und fangt nicht erst an, wenn es Freunde oder Familie trifft.\n\nBleibt gesund.\nFrohe Weihnachten!\n(10/10)"
4983,"In #Madrid / Spanien sind mehrere tausend Menschen auf die Straße gegangen. Sie fordern weniger Polizei, mehr Hygiene. Gerade die Arbeiterviertel sind in der Hauptstadt stark von Beschränkungen betroffen.\n#COVID19 #Spain #Spanien #Espana #Coronavirus\n "
4984,"Dieser Kommentar, der die offiziellen Zahlen zu an Covid verstorbenen Kindern in Deutschland wiedergibt, wurde von @username ausgeblendet. Das muss dieser Qualitätsjournalismus sein. Aus welchem Grund wollen Sie die Zahlen verheimlichen, @username "
4985,"Warum wird ständig ein ""Experte"" von den Leidmedien hofiert, der ständig mit seinen Vorhersagen daneben liegt? "
4986,"#SARSCoV2 #COVID19 #DritteWelle kommt mit Vollgas angerauscht. Wer jetzt lockern, diskutieren oder erst abwägen möchte, hat nach 1 Jahr #Pandemie nichts! verstanden. Man hätte die letzten Monate zur Umsetzung von #NoCovid nutzen können - jetzt braucht es sofort eine #Notbremse."
4987,"Schaut nur, diese armen Menschen in , die unter einer #ZeroCovid-Diktatur leiden mussten, angeführt von einer 40-jährigen Premierministerin ohne vorherige Regierungserfahrung, die während ihrer Amtszeit ihre Tochter zur Welt gebracht hat.\n\n#Baerbock #AnnalenaBaerbock "
4988,Ab morgen Impfangebot nicht nur für Angehörige @username – weitergeben! \n 
4989,"Weil es auch Thema beim ersten BVerwG-#Lockdown-Prozess ist: 2020 habe ich in unseren Verfahren herausgefunden, dass Bayern angeblich keine #Akten geführt habe. Ich halte das nach wie vor für nicht glaubhaft. In Behörden wird alles verschriftlicht.\n \n "
4990,1 .@username RKI hat die Risikobewertung zu COVID-19 geändert. Nunmehr: Das RKI schätzt die derzeitige Gefährdung für die Gesundheit der Bevölkerung in Deutschland insgesamt als hoch ein. Vorher für ungeimpfte „sehr hoch“ und für geimpfte „hoch“. /1\n 
4991,"Wir haben derzeit einen optimierten Zeitplan für Passagiere mit wesentlichen  Reisebedürfnissen durch, mit strengen Covid-19-Protokollen. Weitere Informationen finden Sie unter: ;"
4992,"10.740 Klinikaufnahmen pro Wochen - 35% mehr als letzte Woche einer der höchsten Stände während der Pandemie.\nDoch - ich muss schon sagen:\nAlso, das mit dem Schützen des Gesundheitssystems läuft bei uns! Well done, @username @username \n\n@username #COVID19 #MaskenSchuetzen "
4993,SARS-CoV-2-Infektionszahlen aus dem Kreis #Nordfriesland vom 21.09.2021:\n\nNeue Fälle gemeldet: 5\nFälle kumulativ: 3256\n\nHospitalisierungen: 1\nVerstorbene (kum.): 84\n\nInfizierte pro 100k EW: 1948.0\n\n#SchleswigHolstein #SARSCoV2 #COVID19 #COVID19de
4994,Corona in England: Festival mitten in der dritten Welle #Coronavirus #England
4995,"Brandenburg will eigenmächtig die Notbremse-Inzidenz von 100 auf 200 erhöhen.\n\nHat man dort auch erst ab 76 Grad Fieber?\n\nDarf man da mit 60 durch die 30-Zone?\n\nKommt die Feuerwehr erst, wenn das 2. Haus brennt?\n\nEs bleibt spannend.\n\n#COVID19 #B117 #COVID19"
4996,"Wenn Leute sagen ""Ne, ich lass mich nicht #impfen , das ist doch alles nur Chemie.""\nJa Anette, ALLES IST NUR CHEMIE!! Dein Lavendelöl? Chemie. Dein Apfel? Chemie. Du? Du hast es erraten: CHEMIE!!!!!\n#COVID19 \n#Impfung"
4997,"Erstmals berichtet Arzt aus Intensivstation, wie er #Corona mit #Homöopathie behandelte. Er setzte 19 homöop. Arzneimittel ein,d Krankenschwestern nach Leitschema verabreichten. Hier sein Bericht aus KKH in #COVID19 -Krisengebiet. Erfolgsquote: 93%. "
4998,"Vorläufigen Studiendaten zufolge schützt ein an Omikron angepasster Booster-Impfstoff von Moderna gut gegen die Coronavirus-Variante. Das Unternehmen hofft, dass es das Mittel bald zur Verfügung stehen kann. "
4999,"Nach meiner Rede gegen die #Impfpflicht wurde von einigen kritisiert, dass ich eine systematische Erfassung von Impfnebenwirkungen gefordert habe. Diesen Kritiker:innen sei folgender Beitrag empfohlen (und allen anderen natürlich auch): "
5000,Ab 1.9. ist der Papst-Podcast zurück! Neu: Er wird sich den Podcast mit Frau Prof. Sandra Ciesek teilen. 
5001,Hier ist eine gute Linksammlung hier geht es speziell um die Stellungnahmen der dt. Fachgesellschaften: 
5002,"01-11-20 14:50:31 0600336 ZW1 : GENT, COVID-19 PIT 4 N04 """
5003,Dazu: #AfD-Aktivist vergleicht vor KZ Mauthausen #Covid-#Impfung mit Zyklon B - Der Mann aus #Bayern drehte das Video vor der Gedenkstätte in Oberösterreich.\n#Corona #Geschichtsrevisionismus #Antisemitismus #Österreich\nvia @username \n 
5004,"4/ Die Zahl der COVID-19 pos. Abstriche steigt und plötzlich (wie erwartet) auch die Zahl der nicht mehr nur kaum bis mild erkrankten KuJ. Die Eltern haben Fragen zum Verlauf, zur Therapie, die wir nicht immer zufriedenstellend beantworten können, weil wir noch immer viel zu"
5005,"Eine maskentreue Kollegin hat gerade 4 Wo. n. vierter Impfung das zweite Mal Covid19 mit Fieber, Husten und Unwohlsein. Anstatt sauer ist sie froh vierfach geimpft zu sein. \n\nKann man sich nicht ausdenken. \n\n#ImpfenSchuetzt #DieMaskeBleibtAuf"
5006,"Im Jahre 2020 wurde die Welt von einer Pandemie heimgesucht, die überall im Herbst zurückkehrte.\n\nÜberall? Nein, ein kleines Dorf mit 1,3 Mrd. Einwohnern überwand die Pandemie endgültig, nachdem es alle anderen in den #Lockdown geschickt hatte.\n\nQuelle: "
5007,Falls ihr euch gestern noch nicht genug gegruselt habt: die Doppelseite des HORRORS 
