,0
5151,I thought it was a dream! I still can't beleive I helped carry the Olympic flag into the Olympic stadium in Tokyo. \n\nI am honored and privileged to be given the opportunity to represent both refugees and Healthcare workers who worked tirelessly during the covid-19 pandemic 
5152,"'s facial expression is all of us right now. ""What the hell is this supposed to be!"" "
5153,The Student Health Center offers free COVID-19 vaccinations to all students.\n\nVisit to learn more! #VaxthePack #ProtectThePack (3/3)
5154,"New Zealand on Sunday marked 100 days without any new reported cases of local transmission of the coronavirus. Public life has resumed for many in the country, as they eat out at restaurants, socialize at bars, and attend sports and cultural events. "
5155,"UK coronavirus: \nNew cases with positive test:\n Northern Ireland: 656\n Scotland: 858\n Wales: 11,468\n England: 22,401"
5156,me upon realising that a coronavirus press conference will replace wallace and gromit in this evenings schedule on bbc one 
5157,BREAKING: A novel treatment has been discovered that can reduce COVID-19 transmission by up to 75%. It’s called wear a fucking mask.
5158,I don't know who needs to hear this but defunding Social Security won't stop the coronavirus.
5159,"United's policy that mandates all its employees be vaccinated against Covid-19 and places those with religious exemptions on unpaid leave can go into effect for now, court says. "
5160,Dr Fauci considered an expert in the #COVID19 pandemic gathers with his vaccinated neighbors indoors with no masks. Yet the experts we have here think that vaccinated people are still dangerous and can only meet outdoors in 40 Celsius heat 
5161,"After almost 50 years in government, @username FINALLY has something he can say he built all by himself. "
5162,Please check again. Since first day it is free of cost. \n 
5163,"I know we're all tired of this #pandemic, folks. \n\nGiving up and letting #coronavirus win, though?\n\nNo way! Continue to #WearAmask, despite the floods of #misinformation across #socialmedia.\n\n#CovidIsNotOver and we need to keep protecting everyone, even shrieking #antivaxxers. "
5164,"Where's the proof COVID &amp; vaccines aren't bioweapons? Wolf was suspended for her opinion, but claiming she's wrong is just OPINION, not fact. Twitter SUSPENDS progressive feminist author Naomi Wolf after slew of tweets opposing Covid-19 vaccinations "
5165,Return with clean bill of health: Cops hailing Corona Warriors who conquered COVID-19 &amp; Resumed duty with Prakasam Police.\n\n#COVID19 \n#CoronaWarriors \n#Welcome \n#APPolice \n#prakasampolice 
5166,diktat (n. an order that must be obeyed) as in 
5167,"The #COVID19 package, while imperfect, will save jobs and lives. The sooner the bill becomes law - the better. \n\nIt will allow millions of businesses to avoid bankruptcy, deliver vaccines even faster, help those unemployed and provide money for families who are struggling."
5168,COVID-19 has a 99.997% - 94.89% survival rate depending upon your age group.\n\nWhy do we need a vaccine?\n\nControl.\n\nHow do you dupe the people into receiving an experimental vax that wasn't even properly tested on animals?\n\nFear.\n\nWhy is COVID-19 patented?
5169,"""People and nature CAN heal together.""\n\nWe cannot #BuildBackBetter from #COVID19 without restoring the #nature we all depend on. \n\nFor #WorldEnvironmentDay, @username Executive Director @username highlights the importance of #GenerationRestoration.\n\n "
5170,"This was foreseeable, but man, it will be a tough slog to overcome the confusion. You can't approve a vaccine for everyone, then recommend against its use for 65+, then recommend it for everyone — while other countries are suspending its use — and expect people to line up "
5171,This is a reminder of how fragile any thread of religious harmony created during the farmer protests really is- these numbers will include the same dominant castes hurt by the farm laws. 
5172,What the heck?!! 
5173,"New Covid-19 vaccine clinical trials underway in Spain - - Spain Today - Breaking Spanish News, Sport, and Information "
5174,"Uncovering ‘hidden’ Covid deaths: Amid the second wave, 74,800 ‘excess’ deaths in Bihar \n\nNDTV’s Mariyam Alavi reports\n\n#COVID19 "
5175,"Donald Trump has refused to take serious action to combat the COVID-19 crisis. And as a result, he got what he’s always wanted — the U.S. isolated from the rest of the world. "
5176," Very different responses of West and East. #Japan just hit 200,000 cases and Suga is taking hits in the #polls, and under constant criticism. Meanwhile the #US passed 200,000 cases a day at beginning of December\n\n "
5177,There is extreme distress among students &amp; parents for JEE &amp; NEET exams. #Covid19 situation has made students' preparations difficult.These exams are career-defining for them hence decision to conduct these exams by Central Govt.should only be made after reviewing their agony.
5178,"Fallout from riot, virus leaves toxic mood on Capitol Hill "
5179,"#BREAKING | WHO classifies new Covid strain found in South Africa, renamed Omicron, as ""variant of concern""\n\nLive Updates: "
5180,"Our friendships continue btwn Trévoux, France &amp; Arcadia! Despite #COVID19, we are creating connections btwn #LycéeVDS &amp; @username Students gathered on Zoom today to meet each other, learn about differences btwn &amp; ! Can't wait to travel again! #trevouxarcadia "
5181,"“My uncle insisted that the coronavirus was no worse than the flu. Three months later, my grandparents are struggling for their lives against the virus,” writes Andrew Santana. | OPINION "
5182,I am helping to lead the effort in the House to #VaccinateTheWorld to protect the United States from dangerous COVID-19 variants. 
5183,Crystal clear signs of wrongful implementation of POCSO Act in Sant Shri Asharamji Bapu's case \n\nAll evidences support his INNOCENCE \n\nYet he's Sentenced for life \n\nHas contracted Covid19 &amp; been hospitalized \n\nStill not bail or parole given to him \n#जनता_मांगे_बापू_की_रिहाई 
5184,Hello! Thanks for the opportunity \n\nI make watercolour drawings. Prices in tweet link!\n 
5185,One year ago today 
5186,“It’s doing just fine.” That would be Covid-19 — not us. 
5187," Update: Israel has destroyed Gaza's only laboratory testing for the coronavirus, a senior health official said "
5188,She got #COVID19 on March 15 &amp; is still experiencing issues in August! \n\n#WearAMask #SocialDistance #GISH 
5189,Do Young Children Need to Participate in COVID-19 Vaccine Clinical Trials?\n 
5190,The UK government has quietly released figures confirming that fully vaccinated people accounted for 92% of all Covid-19 deaths in March 
5191,Estimated cost of recent epidemics/pandemics:\n\nSARS (2003) - $40 billion\nH5N1 (2006) - $40 billion\nH1N1 (2009) - $45 billion\nEbola (2014) - $55 billion\nCOVID-19 (2020) - $8.8 TRILLION\n\nInvesting in public health preparedness is FAR cheaper than the economic impact of a pandemic.
5192,Let's make two points clear:\n\n1. 'Real America' is all of America. All of it.\n\n2. COVID is not done with America. Jim Jordan is putting your health at risk with asinine tweets like this. 
5193,Living in the time of pandemic: COVID-19 (121) \n\n 
5194,#21December Covid-19 Density - Ranking - Death Rates\n#WHO #CDC #Covid19 #Coronavirus #CoronavirusOutbreak #PandemicsReport 
5195,Had a very useful telecon with His Highness @username Reviewed progress in our comprehensive strategic partnership and discussed recent regional developments. Appreciated UAE’s support to Indian community during Covid-19 and conveyed my best wishes for Dubai Expo.
5196,"The Chinese government won't agree to strong UN Security Council action to reverse the Myanmar coup and stop the killing of protesters, but Beijing jumps to action to close the border with Myanmar lest refugees bring ""with them covid-19 and instability."" "
5197,It literally took them a matter of minutes to decide they want to change section 230. Now that they can't control twitter and its content. 
5198,I believe that COVID-19 can be the last pandemic. ‘How to Prevent the Next Pandemic’ will explain why. 
5199,Important Considerations for Employees Regarding COVID-19 Vaccines Texas LawyerPamela Williams and Lariza Hebert and Courts/Federal Government/Health Ca… 
5200,Save Myanmar\nTELENOR DATAS WILL BE ACCESSED BY SAC\n#July27Coup \n#WhatsHappeningInMyanmar 
5201,ACT pharmacists have received the green light to vaccinate younger Canberrans against coronavirus. @username ACT branch president Simon Blacker joins @username next.\n\nListen live: 
5202,israel bombed the only covid-19 testing lab in gaza. just to remind you this is all happening as coronavirus rages on. 
5203,Oh no anyway 
5204,"After 60 years of marriage, this couple was separated for 215 days due to the coronavirus pandemic. Their emotional reunion will bring tears to your eyes. "
5205,"Experts at @username who have reviewed the totality of data ""have concluded that COVID-19 convalescent plasma is safe and shows promising efficacy, thereby meeting the criteria for an emergency use authorization,"" said @username "
5206,"You guys, a lot of people are getting exposed and infected with COVID19, getting very ill and it’s even worse knowing it’s preventable.\nEnough cases in the community and rare and terrible outcomes are seen in youth, young adults, young families-it’s more real than ever."
5207,Health officials literally came out during the pandemic and pointed out that if you lost your sense of smell and/or taste then that meant covid also impacted you neurologically. \n\nBut y’all said it was just a bad cold so 
5208,Acting Manhattan U.S. Attorney Announces Charges in $7 Million Scheme to Defraud Loan Programs Intended to Help Small Businesses During COVID-19 Pandemic: @username 
5209,President Biden: What are you doing about Covid-19 surge at the Southern Border???? #VoteTrump2024
5210,Any resident of #Oklahoma can now get vaccinated. \n\nNot because of the Oklahoma’s public health department. \n\nBut because of Chickasaw Nation. 
5211,"With over 125 cases per 100k people, #Tennessee is now facing the worst #covid19 outbreak in the country. In response, @username told Tennesseeans to take “personal responsibility” — so 90 doctors called him out on it. #pandemic "
5212,"Dont blame me for the headline by Malay Mail. They have rephrased the headline. My message is loud and clear, please help us to break the chain of Covid-19 transmission. Please stay at home and stay safe. But if you have urgent matters to attend to then please adhere to the SOPs. "
5213,"Oregon, Payers Negotiate Telehealth Coverage, Including Payment Parity, Into 2021 #telehealth #telehealthpolicy #COVID19 #paymentparity"
5214,Newfoundland and Labrador March 20 COVID-19 update: no new cases and 21 recoveries | The Telegram 
5215,"It's time to distinguish between people like Tony Blair who are illuminati, mass murdering, NWO, evil cancers hell bent on enslaving humanity &amp; those who are not.\n\n#coronavirus "
5216,"“Yet Florida’s death rate is no worse than the national average, and better than that of some other states that imposed more restrictions, despite its large numbers of retirees, young partyers and tourists.” "
5217,"""Spanish authorities’ failure to set up effective testing and tracing systems, and to communicate clearly to the population how to behave, are chief reasons for the resurgence"" \n\n a través de @username"
5218,Are ALL your employees vaccinated against #Covid19? Customers are now #Asking
5219,"BREAKING: The U.S. death toll from COVID-19 has hit 900,000 — less than two months after eclipsing 800,000 — propelled in part by the wildly contagious omicron variant. "
5220,"SAC terrorists abducted Ko Kyaw Moe, a COVID-19 patient for banging pots and pans on 8 PM last night at North Dagon, Yangon. FREE OUR PRISONERS #ICRC_SaveMyanmarPrisoners #WhatsHappeningInMyanmar #July24Coup"
5221,Just #EndSARS cause we've been quiet for too long oo\n1. My oga at the top\n2. Fainting senators\n3. Senator packing money into bag\n4. Trader money\n5. Covid-19 funds and palliatives\n6. Honorable off your mic\n\nAdd yours and pass on
5222,"To think only 33 days ago Omicron received its name &amp; today 400,000 Americans are infected, shattering all previous one-day records. This excludes states yet to report, home testing &amp; those unable to get tested due to lack of testing centers &amp; test shortages. Respect this virus. "
5223,"""The chorus for postponing various examinations, including NEET and JEE, grew louder on Sunday with over 4,000 students observing a day-long hunger strike to press for the demand in view of rising COVID-19 cases.""\n\n#SATYAGRAH_AgainstExamsInCovid\n\n "
5224,"In a fair world, Governors who’ve done this would be in jail. "
5225,13th Bengaluru International Film festival indefinitely postponed following increase of COVID-19 cases in Karnataka @username @username @username
5226,What would get us killed first?\nA. Coronavirus\nB. The police\nC. The incompetence of this government
5227,"With Medicaid enrollment up by over 12 million during the pandemic, the requirement to keep people enrolled during the public health emergency may be the most unsung policy ever to increase health coverage.\n\n "
5228,Minimum wage - 30K\nCovid-19 test - 50K\n\nUna dey craze for this country!
5229,"Review of CDC data on COVID-19 deaths in kids showed that zero children have died from COVID-19 in U.S. without pre-existing conditions. \n\nBased on the data, mandating a COVID-19 vaccine for all children is unnecessary and unsubstantiated by the science.\n\n "
5230,COVID-19 Situation Report in Greece (08/02) (gr/en)\n#covid19 #covid19gr #covid_19 #covid_19gr #covid19greece #κορωνοιος #κορονοιος #κρουσματα #εμβολια 
5231,President Trump has yet to comment on the Russian attack on the U.S. government and private companies. Our report from the White House: 
5232,"In its efforts to procure supplies to fight the coronavirus, Britain has awarded thousands of contracts worth billions of dollars. Much of that money has gone to politically connected companies, a New York Times analysis found. "
5233,Call for a referendum on the sinister Coronavirus Act\n 
5234,"Another 691 die with coronavirus as cases shoot up by 36,804 via @username"
5235,"Domestic violence can happen to anyone, regardless of age, race, class, faith or sexual orientation. 137 women are \nkilled by a family member every day. This must stop. #EndGBV #OrangeTheWorld Do you need help? "
5236,"You can bet your bottom dollar that if the US insurance industry is panicking over sky-high death rates, then it's happening whereever YOU live as well. People aren't just dying of COVID or with COVID, they're dying *after* having COVID, far more often than they should be. "
5237,"Anti-Vaxxers and Science Deniers- Not Getting Vaccinated Will Doom Control of COVID-19 : #vaccination, #vaccine, #covid19, #pandemic, #herdimmunity, #life, #normalicy, #antivaxxers, #deltavariant, #blog, #blogging, #lifestyle "
5238,"Stay up to date on your COVID-19 vaccinations and booster shots.\n\nVaccines are keeping us healthy and protected from severe #COVID19 symptoms, even as variants emerge. \n\n #UpToDate #ProudtobeProtected #PGCCOVID19 #VaccinesSaveLives "
5239,"With Uganda’s COVID-19 deaths escalating, this is my take on what you ought to do: "
5240,"A PM who is handling,\n\n- Oxygen Shortage\n- COVID19 cases\n- No support from Opposition\n- No support from Media\n- Hostile State governments\n- Border countries issues\n- Maoists\n\nand many more.\n\nMy support to #NarendraModi ji is unconditional and he needs all our support. "
5241,A six-month disruption to medical supplies caused by #COVID19 could result in an additional 500 000 AIDS-related deaths in sub-Saharan Africa by the end of 2021. \n\nWe cannot allow the gains made in the fight against AIDS to be reversed.\n\n@username speaks with @username 
5242,"BREAKING: An FDA analysis finds Moderna's COVID-19 vaccine 94.5% effective, setting it up for possible emergency authorization later this week.\n\nThat would put it in line to be a second vaccine option in the U.S.\n "
5243," IN MEMORIAM: Julie, my wife of 57 years, passed away today from Covid-19. If you think Covid-19 is a hoax, you are woefully wrong! My family and I witnessed the pain. We need to unite as Americans to fight this virus war! Please wear masks!"
5244,"Wrote in-report commentary on findings of this fascinating @username poll, which shows BAME opinions on not just race, but on identity, intra-BAME tensions and other issues. \n\nBritain's minorities united against racism, but have diverse opinions on pretty much everything else. "
5245,This is certainly interesting. 
5246,"4) Trump's convention will be a festival of lies about coronavirus.\n\nBut 64% don't believe Trump on this topic. That's also really high among groups he needs: Seniors, college educated whites, even non-college white women.\n\nThat's a huge problem for him:\n\n "
5247,Ludhiana covid update- 176 positive cases and 5 people lost their lives. @username #Covid_19 #coronavirus #CoronaUpdate
5248,Another Charlotte university making the #covidvaccine a requirement before the new semester @username #clted #cltnews #covid19 
5249,We published a new #manuscript that looks at the impact of #COVID19 on #PhD #education and #mentorship in #Sweden \nThe preprint of the accepted paper is available here: 
5250,"Pfizer puts out statement in response to numerous states saying they’ve been told their allotments of #covid19 vaccine have been reduced, &amp; as FL cited Pfizer production issues as reason - noting no issues and millions of doses in warehouse they haven’t received instructions for. "
5251,stay positive bhie 
5252,I'd counter with the quote by Kurt Vonnegut's young fan who suggested the theme of all of Vonnegut's work was:\n\nLove will fail but politeness can prevail 
5253,24) Damnit we should have acted faster against #DeltaVariant. Now the world is going to pay a heavy heavy price. 
5254,"Take your relief package and stick it where the sun don’t shine, Mitch. "
5255,"N.S. retail, fitness businesses expand capacity with loosened COVID-19 restrictions - The Star Halifax: "
5256,I think that—even as jaded as we all are—we'd be amazed at how many $600 business lunches we had to buy rich businessmen via this COVID-19 stimulus bill in order to get Congress to send $600 to average Americans in the midst of the *worst public health crisis in American history*
5257,Is she for real. What a moron!!! 
5258,"Join us this Tuesday, March 16th at noon (Eastern) as the @username and the @username present the last installment of a joint forum on #Covid19 and the #law looking at #HealthSystems moving forward. Event details and registration below! "
5259,CERN Director Calls for a New Normal After the Coronavirus Pandemic 
5260,#BTS's RM And Jin Recover From COVID-19 \n 
5261,"Norwegian Cruise Line can require passengers show proof of a COVID-19 vaccination before boarding any of its ships in Florida, a federal judge has ruled. "
5262,Close gyms and other sports facilities now. 
5263," ️ Reminder to all NYU students, faculty, administrators, and staff: Upload your proof of vaccination as soon as possible after receiving your final dose of vaccine. It's quick and easy! "
5264,Evidence for Convalescent Plasma Coronavirus Treatment Lags Behind Excitement #science #technology 
5265,I guess other countries just have a better public? 
5266,Soooo... Covid is no longer a thing according to The NY Times? 
5267,An emergency covid-19 infected patient collapsed while walking in Mandalay &amp; nearby people was seen sending him to hospital as all the volunteering services &amp; ambulances are so busy due to higher numbers of deaths. #July24Coup #WhatsHappeningInMyanmar 
5268,Click this link to see what brother shaggy and Erica is doing in big brother naija: #VOTEErica #BlackLivesMatter #schoolsreopening #AllVotesOnLaycon #MUFC #Bitcoin #COVID19 #BlissDeathbed #BlackLivesMatter #zoom #PapJayOnRadio 
5269, We'd like to remind @username that #COVID19 vaccination of children is illogical. \n\nHere's the infection fatality rate (IFR) according to \n@username @username as of 22nd Dec 2021:\n\n5-14 0.0011%\n15-24 0.0048% 
5270,"Matt Hancock, asked a pointedly worded but factual and not unreasonable question about Covid-19 test outsourcing in the Commons, replies that it “doesn’t deserve an answer"""
5271,"Fix your heart brother, you are a very toxic human being. "
5272,Inc @username Utter contempt showed to hard working tax paying self employed. Just speak to #ExcludedUK and listen to our genuine plight. We just want equal and fair treatment. NO MORE. We are as desperate as everyone else and deserve equal rights @username 
5273,Hard to believe this didn't help 
5274,Glad to see that Australia is getting a little bit of international pressure on this! ⁦@username ⁦@username ⁦@username ⁦@username ⁦@username ⁦@username 
5275,BREAKING: A novel treatment has been discovered that can reduce COVID-19 transmission by up to 75%. It’s called wear a fucking mask.
5276,"CNN brings in “Political and Medical expert” SEAN PENN to give his advice to the White House medical staff! Penn bashes the White House coronavirus testing czar as a ""flat-out liar and incompetent pawn!” "
5277,Australia's COVID-19 lockdowns expand as Delta variant spreads 
5278,"Small retailers are at a “critical moment” and ""need help to recover from impact of virus crisis” from politicians according FSB #business #BusinessNews #SmallBusiness #lockdown #COVID19"
5279,"Did scams, like the ones you cover on @username become more or less frequent when we were in #COVID19LOCKDOWN during the #CoronaVirusPandemic?"
5280,"I’m still bugging over this, BTW. "
5281,Transactions: Canucks announce that Jaroslav Halak has been placed into the NHL’s COVID-19 protocol and Spencer Martin has been recalled from the taxi squad.
5282,"#کپتان_کا_احساس_پروگرام \n\nIn this regard, the World Bank released a report on global social protection responses to Covid-19 on Saturday. \n\n@username \n@username"
5283,"Dr Malone, would love your take on this article... \n\n“Because of a concern for the reemergence or the deliberate release of SARS coronavirus, vaccine development was initiated.” And that is written in four Moderna patent applications, March 28th of 2019.\n\n "
5284,Let’s see how long the “it’s 99% survivable” crowd holds out after this one. 
5285,"What I find most revealing is how many of my unvaccinated patients, who are now ill with COVID19, continue to express hesitancy over the vaccine, but quickly accept experimental treatment…"
5286,"The biggest disaster of 2020 is not the coronavirus, but how the government responded to it."
5287,New post (More than 1.5 million children lost a primary or secondary caregiver due to the COVID-19 pandemic) has been published on The Relationship Tips - 
5288,"#TamilNadu | #COVID19 | 28 May\n\nToday/Total - 31,079 / 20,09,700\nActive Cases - 3,12,386\nDischarged Today/Total - 31,255 / 16,74,539\nDeath Today/Total - 486 / 22,775\nSamples Tested Today/Total - 1,75,542 / 2,71,63,743**\nTest Positivity Rate (TPR) - 17.70%\n\n#TNCoronaUpdate #TN "
5289,introducing.. the Delta Male\n\nhe’s different from both the alpha male and the sigma male\n\nhe has covid-19
5290,"cats can have little a salami, “as a treat” according to study done by cats "
5291,Is this really true?? I wonder. 
5292,Israhell is world's sole apartheid state 
5293,‘Exporting’ The ‘Covid Burial’ Issue To #Maldives : Is It A Hobson’s Choice Or Another Red Herring? #StopForcedCremationsSriLanka #COVID19 #COVID #Cremation #stopforcedcremations #SriLanka #Muslim #lka
5294,British agents think it is 'feasible' Covid came from Wuhan lab leak\n\nAgents are now investigating whether the #virus originated in the #Wuhan Institute of #Virology --&gt; #WuhanCovidLabLeak #WuhanLabLeak #Covid19 #Coronavirus #wuhanpneumonia #Covid
5295,Employers will no longer have to provide paid sick leave to workers who get infected with COVID-19 \n\nAfter Senate Majority Leader Mitch McConnell blocked that extension from being included in Congress’s latest coronavirus aid package.
5296,Just so we’re all clear.\n\n#COVID19 spreads at:\n\n-Church\n-School\n-Trump rallies\n-Motorcycle rallies\n\nIt doesn’t spread at:\n\n-“Peaceful” protests\n-The southern border\n-Democrat wedding receptions\n-San Francisco hair salons\n-Governor Newsom’s dinner\n-President Obama’s birthday party
5297,Australia Reports Record Number of COVID-19 Cases and Hospitalizations 
5298,"Doug Ford will open retail shopping over the next two weeks, yet still won’t invest in:\n Paid sick leave\n Staff &amp; infection control in LTC\n In-work &amp; in-school #COVID19 testing\n\nDon’t just re-open things. Make it safe to re-open. Stop making the same mistakes again and again."
5299,7 ways business #leaders can take to mitigate the effects of COVID-19 &gt;&gt;&gt; @username via @username &gt;&gt;&gt; #DataAnalytics #FutureofWork #CEO #CFO #CIO #CorpGov #CoronaVirus #COVID19 &gt;&gt;&gt; 
5300,Wondering what some of the unseen impacts of COVID-19 are? Our COVID-19 Impact Assessments can help: #edgeanalytics #datascience 
5301,Looks like there is no hiding that variants are airborne.\n\nMay want to think twice about eating out folks.\n\n#bced #bcpoli #cdnpoli 
5302,"An elderly Dutch woman has become the first known person to die after catching Covid-19 twice, according to experts, raising serious questions about how long immunity and antibodies can last "
5303,New Jersey coronavirus update: ER nurse is recipient of state's 1st COVID-19 vaccine 
5304,"Coronavirus survives on skin five times longer than flu, Japan study finds "
5305,"Pediatric warning from Singapore health minister on the new #B1617 variant, first detected in India , that it appears to affect children more, says Health Minister— this is why schools are taking a more cautious approach they say. #COVID19 \n\n "
5306,Living in Brazil during the coronavirus pandemic is definitely my villain origin story.
5307,Michigan on Saturday added 388 cases and 72 deaths from the coronavirus as cases fell for the seventh consecutive week.\n\n 
5308,"COVID-19 is not #DV2021 selectees fault. @username @username are costing us our immigration opportunity FOREVER.\n.@username your ""NO"" actions about #DV2021 immigrants will harshly harm us. It is a moral story that will be marked in your history.\n#DV2021 #KCC_Not_Working"
5309,"This Is Disturbing: Killer Cuomo Helps Set Up COVID-19 Testing Centers in Florida, Texas and Georgia via @username"
5310,"Odisha’s Covid-19 tally crosses 800,000-mark, 40 fresh deaths recorded | Latest News India "
5311,"A week ago, Bronze medalist from 2018, Aneesh Pillai of India wasn’t allowed to compete in his event after he tested positive for COVID-19\n\nYesterday, Australia’s Tahlia McGrath plays in the womens cricket final despite testing positive for the same virus "
5312,"Watch | #Kashmir Doctor Dies Of #COVID19, Had Treated Infected Patients For 4 Months "
5313,"This weekend's @username #COVID19 update:\n\n- 213 new cases announced Saturday, 98 new cases announced Sunday; 24,396 total cases statewide\n\n- 4 additional deaths announced Saturday, 2 additional deaths announced Sunday; 745 total deaths statewide\n\nMore info: "
5314,The numbers are simply jaw-dropping. The virus is in for one helluva last hurrah as vaccine distribution begins 
5315,"Yes, and DiBlasio purchased one of the worst rated for all #NYC schools-2 purifiers at highest setting= 1.8 air xchngs/hr not the 6-10 needed to keep our kids &amp; teachers safe from #COVID19 "
5316,How Blue Tree Hotels Used a Special Guest Survey to Guide Covid-19 Protocols - #hotel #hotelmarketing 
5317,BREAKING: A 34-year-old man who joked on Twitter about not being vaccinated dies from COVID-19
5318,"""Gun companies have been hiring thousands of workers throughout the coronavirus pandemic, riding an unprecedented swell in gun sales and bucking a steep overall decline in manufacturing employment in the U.S."" "
5319,"The death toll from the coronavirus pandemic in India so far is likely to exceed three million — nearly 10 times the official figure — making it one of the worst human tragedies in the nation’s history, according to a comprehensive new study.\n "
5320,Chisnall out of World Darts Championship after positive Covid-19 test via @username 
5321,McConnell says Senate coronavirus bill includes\n•More federally-expanded unemployment benefits for laid-off Americans\n•An entire second round of the Paycheck Protection Program to save workers’ jobs at the hardest-hit small businesses
5322,Lloyd says Djokovic's medical reason for not being vaccinated was that he was infected with COVID-19 in mid-December. He notes Djokovic coud have been vaccinated before then.
5323,Why is Ron DeSantis hiding while Florida is on fire with COVID-19
5324,"The fact that politics leaders are banning masks in schools, children are getting sick from Covid and ultimately some are dying is both heartbreaking and infuriating. These are, tragically, avoidable deaths. "
5325,MYTH: Children can’t get seriously ill from #COVID19. FACT: Children can (and do) get seriously ill in some cases. Talk to your child’s doctor and get the facts on the vaccine: 
5326,"At least the masks catch the small water drops with CoVid19. CoVid19 in the air without water decomposes quickly. And if you are far enough away, the water droplets fall to the ground. So no mask if you are far enough away. Dry sunny days are a blessing."
5327,"New Zealand: \n\nWinston Peters — deputy PM of New Zealand addresses an American COVID-19 denier at a press conference.\n\n“Sit down. Sorry sunshine, wrong place.” "
5328,Let's the transformation begin. Are ready? SKILLS post COVID \n\n#DigitalTransformation #TECH4ALL\n#workforcetransformation 
5329,Pressure builds on Greater Manchester after Merseyside scooped an extra £30m in Tier 3 COVID-19 cash from the government 
5330,It is a sad day for the UK if this is passes. It is another nail in the coffin of political Exploitation of the pandemic. I would like to see a call for a refund on the astronomically expensive Track and trace that yielded nothing but poor results &amp; redirected to #excludeduk 
5331,Let us not forget that the crux of @username satire is that we are not given equal and transparent access to COVID-19 vaccines and health-related information.\n\nNobody should ever be arrested for that.\n#solidarity
5332,A summary - sign this to say you won’t sue if you die or you can’t play. 
5333,"The infections spiked 10x in Israel from previous infection ATH, yet the death rate just now reached 0x from previous death ATH. I'd say that's a strong enough and undenyable case for #VaccinesWork #GetBoostedNow smt this stupid 'doctor' can't comprehend.\n\n "
5334,"Due to the increase in #COVID19 cases, the Gujarat Cricket Association has decided to hold the remaining three #INDvENG T20s at the #NarendraModiStadium behind closed doors. All those who have purchased the tickets would be issued a refund.\n@username "
5335,REMINDER: We're hosting a pop-up COVID-19 vaccine clinic at the ballpark TOMORROW from 10:00 a.m. – 5:00 p.m.\n\nWalk-ins are welcome.
5336,FAITH alarmed as US puts India in highest risk countries in travel advisory @username \n\nTo read full story tap below\n#ethospitalityworld #hospitalityindustry #hotelsandresorts #covid19 #safetravels #travelagents #airtravel #FAITH \n 
5337,cummings is right about him 
5338,A fine piece from @username What if the lab leak theory is true? 
5339,A growing number of countries are banning travelers from the United Kingdom after a new coronavirus variant was found there. 
5340,"Old enough to remember when 2,100 people died on 9/11 and the country came to a standstill. \n\nNow 1,400 people die a day and it’s business as usual? \n\nWho are we. "
5341," adapts C-295W aircraft to transport COVID-19 patients to their hometown, while flight inspection and preventive systems are considered before actual use, along with adopting resources to help people with full potential.\n\n#MilitaryEquipmentForPeople "
5342,FREE OUR PRISONERS\n\n#ICRC_SaveMyanmarPrisoners #WhatsHappeningInMyanmar \n#July24Coup 
5343,"Students across the country are demanding postponement of #JEE_NEET exams in view of rising #coronavirus cases \n\nPlease share all exam-related problems you're facing, in the comments section below and we are sure to highlight it. \n\n#YourSpace #AajTakHearsStudents #JEE #NEET "
5344,"BREAKING: Japan declares #Covid19 state of emergency in Tokyo, Osaka, Kyoto and Hyogo prefectures.\n\nIt will run from Sunday to May 11. @username has the details #緊急事態宣言 "
5345,Pre-partition Hanuman Mandir razed to the ground in Pakistan: Here is how builder took advantage of lockdown to demolish Temple\n\n 
5346,Who is funding these khalistanis? 
5347,"5) What is the increase in psychiatric illness after any #COVID19 diagnosis? Up 58%. That is gigantic. This is after any diagnosis of Covid, not just specifically if LongCOVID—this is an overall increase across the board for infected! "
5348,Upcoming Events for Preventing and Ending #Homelessness | United States Interagency Council on Homelessness (USICH) #housing #COVID19 #CARESAct via @username
5349,A poem:\n\nCOVID is red\n\nThe flu is blue\n\nAnymore nonsense...\n\nAnd I will punch (block) you. \n\n#COVID19 (ht @username for figure). 
5350,"(4th LD) New COVID-19 cases bounce back to above 5,000; critical cases hit record high "
5351,The Fed agencies want us to take Covid-19 seriously.. yet THEY evidently don’t! 
5352,Indonesia records its lowest Covid-19 test positivity rate 
5353,"Hey, @username now that your prediction in @username the Sunbelt states might have 550,000 #Covid deaths has proven off in a month by 10x (more, really, but who’s counting), any chance you’ll walk the little people through what went right (for the world, if not you)? "
5354,"If you're young and frequently go to the groove in these tough Covid-19 times, and stay with older persons, rather find an alternative place to stay at. You might be asymptomatic but older people are more vulnerable. Let's be considerate &amp; protect our elders."
5355,Sat #COVID19 update for Yuba-Sutter (2/2)\n\nYS\nNew Cases per 100k last 14 days: 302\nTest positivity last 7 days: 24.7%\nNew Hospitalizations last 7 days: 20\n\nYuba County\n14 New Cases (1 PL / 0 Wheatland)\nNew Cases per 100k last 14 days: 324\nTest positivity last 7 days: 32.5% 
5356,"Covid-19 incidence, confirmed cases, population adjusted.\n-Italy (black)\n-Spain (red)\n-USA (blue) "
5357,Discover the concept of Muslim-Friendly Tourism &amp; Hospitality and the opportunities in the Halal ecosystem. Tap into this under-explored yet lucrative market as a means of recovery beyond COVID-19\n\nRegister for the forum TODAY!\n 
